NOC,Year,Medal,Season,has_medal,key_iso
LTU,2000,Bronze,Summer,1,LTU|2000|Bronze
LTU,2000,Gold,Summer,1,LTU|2000|Gold
LTU,2004,Gold,Summer,1,LTU|2004|Gold
LTU,2004,Silver,Summer,1,LTU|2004|Silver
LTU,2008,Bronze,Summer,1,LTU|2008|Bronze
LTU,2008,Silver,Summer,1,LTU|2008|Silver
LTU,2012,Bronze,Summer,1,LTU|2012|Bronze
LTU,2012,Gold,Summer,1,LTU|2012|Gold
LTU,2012,Silver,Summer,1,LTU|2012|Silver
LTU,2016,Bronze,Summer,1,LTU|2016|Bronze
LTU,2016,Silver,Summer,1,LTU|2016|Silver
LUX,1900,Gold,Summer,1,LUX|1900|Gold
LUX,1920,Silver,Summer,1,LUX|1920|Silver
LUX,1924,Gold,Summer,1,LUX|1924|Gold
LUX,1924,Silver,Summer,1,LUX|1924|Silver
LUX,1928,Gold,Summer,1,LUX|1928|Gold
LUX,1952,Gold,Summer,1,LUX|1952|Gold
LUX,1992,Silver,Winter,1,LUX|1992|Silver
MAR,1960,Silver,Summer,1,MAR|1960|Silver
MAR,1984,Gold,Summer,1,MAR|1984|Gold
MAR,1988,Bronze,Summer,1,MAR|1988|Bronze
MAR,1988,Gold,Summer,1,MAR|1988|Gold
MAR,1992,Bronze,Summer,1,MAR|1992|Bronze
MAR,1992,Gold,Summer,1,MAR|1992|Gold
MAR,1992,Silver,Summer,1,MAR|1992|Silver
MAR,1996,Bronze,Summer,1,MAR|1996|Bronze
MAR,2000,Bronze,Summer,1,MAR|2000|Bronze
MAR,2000,Silver,Summer,1,MAR|2000|Silver
MAR,2004,Gold,Summer,1,MAR|2004|Gold
MAR,2004,Silver,Summer,1,MAR|2004|Silver
MAR,2008,Bronze,Summer,1,MAR|2008|Bronze
MAR,2008,Silver,Summer,1,MAR|2008|Silver
MAR,2012,Bronze,Summer,1,MAR|2012|Bronze
MAR,2016,Bronze,Summer,1,MAR|2016|Bronze
MAS,1992,Bronze,Summer,1,MAS|1992|Bronze
MAS,1996,Bronze,Summer,1,MAS|1996|Bronze
MAS,1996,Silver,Summer,1,MAS|1996|Silver
MAS,2008,Silver,Summer,1,MAS|2008|Silver
MAS,2012,Bronze,Summer,1,MAS|2012|Bronze
MAS,2012,Silver,Summer,1,MAS|2012|Silver
MAS,2016,Bronze,Summer,1,MAS|2016|Bronze
MAS,2016,Silver,Summer,1,MAS|2016|Silver
MDA,1996,Bronze,Summer,1,MDA|1996|Bronze
MDA,1996,Silver,Summer,1,MDA|1996|Silver
MDA,2000,Bronze,Summer,1,MDA|2000|Bronze
MDA,2000,Silver,Summer,1,MDA|2000|Silver
MDA,2008,Bronze,Summer,1,MDA|2008|Bronze
MDA,2012,Bronze,Summer,1,MDA|2012|Bronze
MEX,1900,Bronze,Summer,1,MEX|1900|Bronze
MEX,1932,Silver,Summer,1,MEX|1932|Silver
MEX,1936,Bronze,Summer,1,MEX|1936|Bronze
MEX,1948,Bronze,Summer,1,MEX|1948|Bronze
MEX,1948,Gold,Summer,1,MEX|1948|Gold
MEX,1948,Silver,Summer,1,MEX|1948|Silver
MEX,1952,Silver,Summer,1,MEX|1952|Silver
MEX,1956,Bronze,Summer,1,MEX|1956|Bronze
MEX,1956,Gold,Summer,1,MEX|1956|Gold
MEX,1960,Bronze,Summer,1,MEX|1960|Bronze
MEX,1964,Bronze,Summer,1,MEX|1964|Bronze
MEX,1968,Bronze,Summer,1,MEX|1968|Bronze
MEX,1968,Gold,Summer,1,MEX|1968|Gold
MEX,1968,Silver,Summer,1,MEX|1968|Silver
MEX,1972,Silver,Summer,1,MEX|1972|Silver
MEX,1976,Bronze,Summer,1,MEX|1976|Bronze
MEX,1976,Gold,Summer,1,MEX|1976|Gold
MEX,1980,Bronze,Summer,1,MEX|1980|Bronze
MEX,1980,Silver,Summer,1,MEX|1980|Silver
MEX,1984,Bronze,Summer,1,MEX|1984|Bronze
MEX,1984,Gold,Summer,1,MEX|1984|Gold
MEX,1984,Silver,Summer,1,MEX|1984|Silver
MEX,1988,Bronze,Summer,1,MEX|1988|Bronze
MEX,1992,Silver,Summer,1,MEX|1992|Silver
MEX,1996,Bronze,Summer,1,MEX|1996|Bronze
MEX,2000,Bronze,Summer,1,MEX|2000|Bronze
MEX,2000,Gold,Summer,1,MEX|2000|Gold
MEX,2000,Silver,Summer,1,MEX|2000|Silver
MEX,2004,Bronze,Summer,1,MEX|2004|Bronze
MEX,2004,Silver,Summer,1,MEX|2004|Silver
MEX,2008,Bronze,Summer,1,MEX|2008|Bronze
MEX,2008,Gold,Summer,1,MEX|2008|Gold
MEX,2012,Bronze,Summer,1,MEX|2012|Bronze
MEX,2012,Gold,Summer,1,MEX|2012|Gold
MEX,2012,Silver,Summer,1,MEX|2012|Silver
MEX,2016,Bronze,Summer,1,MEX|2016|Bronze
MEX,2016,Silver,Summer,1,MEX|2016|Silver
MGL,1968,Bronze,Summer,1,MGL|1968|Bronze
MGL,1968,Silver,Summer,1,MGL|1968|Silver
MGL,1972,Silver,Summer,1,MGL|1972|Silver
MGL,1976,Silver,Summer,1,MGL|1976|Silver
MGL,1980,Bronze,Summer,1,MGL|1980|Bronze
MGL,1980,Silver,Summer,1,MGL|1980|Silver
MGL,1988,Bronze,Summer,1,MGL|1988|Bronze
MGL,1992,Bronze,Summer,1,MGL|1992|Bronze
MGL,1996,Bronze,Summer,1,MGL|1996|Bronze
MGL,2004,Bronze,Summer,1,MGL|2004|Bronze
MGL,2008,Gold,Summer,1,MGL|2008|Gold
MGL,2008,Silver,Summer,1,MGL|2008|Silver
MGL,2012,Bronze,Summer,1,MGL|2012|Bronze
MGL,2012,Silver,Summer,1,MGL|2012|Silver
MGL,2016,Bronze,Summer,1,MGL|2016|Bronze
MGL,2016,Silver,Summer,1,MGL|2016|Silver
MKD,2000,Bronze,Summer,1,MKD|2000|Bronze
MNE,2012,Silver,Summer,1,MNE|2012|Silver
MON,1924,Bronze,Summer,1,MON|1924|Bronze
MOZ,1996,Bronze,Summer,1,MOZ|1996|Bronze
MOZ,2000,Gold,Summer,1,MOZ|2000|Gold
MRI,2008,Bronze,Summer,1,MRI|2008|Bronze
NAM,1992,Silver,Summer,1,NAM|1992|Silver
NAM,1996,Silver,Summer,1,NAM|1996|Silver
NED,1900,Bronze,Summer,1,NED|1900|Bronze
NED,1900,Gold,Summer,1,NED|1900|Gold
NED,1900,Silver,Summer,1,NED|1900|Silver
NED,1906,Bronze,Summer,1,NED|1906|Bronze
NED,1906,Silver,Summer,1,NED|1906|Silver
NED,1908,Bronze,Summer,1,NED|1908|Bronze
NED,1912,Bronze,Summer,1,NED|1912|Bronze
NED,1920,Bronze,Summer,1,NED|1920|Bronze
NED,1920,Gold,Summer,1,NED|1920|Gold
NED,1920,Silver,Summer,1,NED|1920|Silver
NED,1924,Bronze,Summer,1,NED|1924|Bronze
NED,1924,Gold,Summer,1,NED|1924|Gold
NED,1924,Silver,Summer,1,NED|1924|Silver
NED,1928,Bronze,Summer,1,NED|1928|Bronze
NED,1928,Gold,Summer,1,NED|1928|Gold
NED,1928,Silver,Summer,1,NED|1928|Silver
NED,1932,Bronze,Summer,1,NED|1932|Bronze
NED,1932,Gold,Summer,1,NED|1932|Gold
NED,1932,Silver,Summer,1,NED|1932|Silver
NED,1936,Bronze,Summer,1,NED|1936|Bronze
NED,1936,Gold,Summer,1,NED|1936|Gold
NED,1936,Silver,Summer,1,NED|1936|Silver
NED,1948,Bronze,Summer,1,NED|1948|Bronze
NED,1948,Gold,Summer,1,NED|1948|Gold
NED,1948,Silver,Summer,1,NED|1948|Silver
NED,1952,Silver,Summer,1,NED|1952|Silver
NED,1952,Silver,Winter,1,NED|1952|Silver
NED,1960,Bronze,Summer,1,NED|1960|Bronze
NED,1960,Bronze,Winter,1,NED|1960|Bronze
NED,1960,Silver,Summer,1,NED|1960|Silver
NED,1960,Silver,Winter,1,NED|1960|Silver
NED,1964,Bronze,Summer,1,NED|1964|Bronze
NED,1964,Gold,Summer,1,NED|1964|Gold
NED,1964,Gold,Winter,1,NED|1964|Gold
NED,1964,Silver,Summer,1,NED|1964|Silver
NED,1964,Silver,Winter,1,NED|1964|Silver
NED,1968,Bronze,Summer,1,NED|1968|Bronze
NED,1968,Bronze,Winter,1,NED|1968|Bronze
NED,1968,Gold,Summer,1,NED|1968|Gold
NED,1968,Gold,Winter,1,NED|1968|Gold
NED,1968,Silver,Summer,1,NED|1968|Silver
NED,1968,Silver,Winter,1,NED|1968|Silver
NED,1972,Bronze,Summer,1,NED|1972|Bronze
NED,1972,Bronze,Winter,1,NED|1972|Bronze
NED,1972,Gold,Summer,1,NED|1972|Gold
NED,1972,Gold,Winter,1,NED|1972|Gold
NED,1972,Silver,Summer,1,NED|1972|Silver
NED,1972,Silver,Winter,1,NED|1972|Silver
NED,1976,Bronze,Summer,1,NED|1976|Bronze
NED,1976,Bronze,Winter,1,NED|1976|Bronze
NED,1976,Gold,Winter,1,NED|1976|Gold
NED,1976,Silver,Summer,1,NED|1976|Silver
NED,1976,Silver,Winter,1,NED|1976|Silver
NED,1980,Bronze,Summer,1,NED|1980|Bronze
NED,1980,Bronze,Winter,1,NED|1980|Bronze
NED,1980,Gold,Winter,1,NED|1980|Gold
NED,1980,Silver,Summer,1,NED|1980|Silver
NED,1980,Silver,Winter,1,NED|1980|Silver
NED,1984,Bronze,Summer,1,NED|1984|Bronze
NED,1984,Gold,Summer,1,NED|1984|Gold
NED,1984,Silver,Summer,1,NED|1984|Silver
NED,1988,Bronze,Summer,1,NED|1988|Bronze
NED,1988,Bronze,Winter,1,NED|1988|Bronze
NED,1988,Gold,Summer,1,NED|1988|Gold
NED,1988,Gold,Winter,1,NED|1988|Gold
NED,1988,Silver,Summer,1,NED|1988|Silver
NED,1988,Silver,Winter,1,NED|1988|Silver
NED,1992,Bronze,Summer,1,NED|1992|Bronze
NED,1992,Bronze,Winter,1,NED|1992|Bronze
NED,1992,Gold,Summer,1,NED|1992|Gold
NED,1992,Gold,Winter,1,NED|1992|Gold
NED,1992,Silver,Summer,1,NED|1992|Silver
NED,1992,Silver,Winter,1,NED|1992|Silver
NED,1994,Bronze,Winter,1,NED|1994|Bronze
NED,1994,Silver,Winter,1,NED|1994|Silver
NED,1996,Bronze,Summer,1,NED|1996|Bronze
NED,1996,Gold,Summer,1,NED|1996|Gold
NED,1996,Silver,Summer,1,NED|1996|Silver
NED,1998,Bronze,Winter,1,NED|1998|Bronze
NED,1998,Gold,Winter,1,NED|1998|Gold
NED,1998,Silver,Winter,1,NED|1998|Silver
NED,2000,Bronze,Summer,1,NED|2000|Bronze
NED,2000,Gold,Summer,1,NED|2000|Gold
NED,2000,Silver,Summer,1,NED|2000|Silver
NED,2002,Gold,Winter,1,NED|2002|Gold
NED,2002,Silver,Winter,1,NED|2002|Silver
NED,2004,Bronze,Summer,1,NED|2004|Bronze
NED,2004,Gold,Summer,1,NED|2004|Gold
NED,2004,Silver,Summer,1,NED|2004|Silver
NED,2006,Bronze,Winter,1,NED|2006|Bronze
NED,2006,Gold,Winter,1,NED|2006|Gold
NED,2006,Silver,Winter,1,NED|2006|Silver
NED,2008,Bronze,Summer,1,NED|2008|Bronze
NED,2008,Gold,Summer,1,NED|2008|Gold
NED,2008,Silver,Summer,1,NED|2008|Silver
NED,2010,Bronze,Winter,1,NED|2010|Bronze
NED,2010,Gold,Winter,1,NED|2010|Gold
NED,2010,Silver,Winter,1,NED|2010|Silver
NED,2012,Bronze,Summer,1,NED|2012|Bronze
NED,2012,Gold,Summer,1,NED|2012|Gold
NED,2012,Silver,Summer,1,NED|2012|Silver
NED,2014,Bronze,Winter,1,NED|2014|Bronze
NED,2014,Gold,Winter,1,NED|2014|Gold
NED,2014,Silver,Winter,1,NED|2014|Silver
NED,2016,Bronze,Summer,1,NED|2016|Bronze
NED,2016,Gold,Summer,1,NED|2016|Gold
NED,2016,Silver,Summer,1,NED|2016|Silver
NEP,1924,Gold,Winter,1,NEP|1924|Gold
NGR,1964,Bronze,Summer,1,NGR|1964|Bronze
NGR,1972,Bronze,Summer,1,NGR|1972|Bronze
NGR,1984,Bronze,Summer,1,NGR|1984|Bronze
NGR,1984,Silver,Summer,1,NGR|1984|Silver
NGR,1992,Bronze,Summer,1,NGR|1992|Bronze
NGR,1992,Silver,Summer,1,NGR|1992|Silver
NGR,1996,Bronze,Summer,1,NGR|1996|Bronze
NGR,1996,Gold,Summer,1,NGR|1996|Gold
NGR,1996,Silver,Summer,1,NGR|1996|Silver
NGR,2000,Gold,Summer,1,NGR|2000|Gold
NGR,2000,Silver,Summer,1,NGR|2000|Silver
NGR,2004,Bronze,Summer,1,NGR|2004|Bronze
NGR,2008,Bronze,Summer,1,NGR|2008|Bronze
NGR,2008,Silver,Summer,1,NGR|2008|Silver
NGR,2016,Bronze,Summer,1,NGR|2016|Bronze
NIG,1972,Bronze,Summer,1,NIG|1972|Bronze
NIG,2016,Silver,Summer,1,NIG|2016|Silver
NOR,1900,Bronze,Summer,1,NOR|1900|Bronze
NOR,1900,Silver,Summer,1,NOR|1900|Silver
NOR,1904,Gold,Summer,1,NOR|1904|Gold
NOR,1906,Gold,Summer,1,NOR|1906|Gold
NOR,1906,Silver,Summer,1,NOR|1906|Silver
NOR,1908,Bronze,Summer,1,NOR|1908|Bronze
NOR,1908,Gold,Summer,1,NOR|1908|Gold
NOR,1908,Silver,Summer,1,NOR|1908|Silver
NOR,1912,Bronze,Summer,1,NOR|1912|Bronze
NOR,1912,Gold,Summer,1,NOR|1912|Gold
NOR,1912,Silver,Summer,1,NOR|1912|Silver
NOR,1920,Bronze,Summer,1,NOR|1920|Bronze
NOR,1920,Gold,Summer,1,NOR|1920|Gold
NOR,1920,Silver,Summer,1,NOR|1920|Silver
NOR,1924,Bronze,Summer,1,NOR|1924|Bronze
NOR,1924,Bronze,Winter,1,NOR|1924|Bronze
NOR,1924,Gold,Summer,1,NOR|1924|Gold
NOR,1924,Gold,Winter,1,NOR|1924|Gold
NOR,1924,Silver,Summer,1,NOR|1924|Silver
NOR,1924,Silver,Winter,1,NOR|1924|Silver
NOR,1928,Bronze,Summer,1,NOR|1928|Bronze
NOR,1928,Bronze,Winter,1,NOR|1928|Bronze
NOR,1928,Gold,Summer,1,NOR|1928|Gold
NOR,1928,Gold,Winter,1,NOR|1928|Gold
NOR,1928,Silver,Summer,1,NOR|1928|Silver
NOR,1928,Silver,Winter,1,NOR|1928|Silver
NOR,1932,Bronze,Winter,1,NOR|1932|Bronze
NOR,1932,Gold,Winter,1,NOR|1932|Gold
NOR,1932,Silver,Winter,1,NOR|1932|Silver
NOR,1936,Bronze,Summer,1,NOR|1936|Bronze
NOR,1936,Bronze,Winter,1,NOR|1936|Bronze
NOR,1936,Gold,Summer,1,NOR|1936|Gold
NOR,1936,Gold,Winter,1,NOR|1936|Gold
NOR,1936,Silver,Summer,1,NOR|1936|Silver
NOR,1936,Silver,Winter,1,NOR|1936|Silver
NOR,1948,Bronze,Summer,1,NOR|1948|Bronze
NOR,1948,Bronze,Winter,1,NOR|1948|Bronze
NOR,1948,Gold,Summer,1,NOR|1948|Gold
NOR,1948,Gold,Winter,1,NOR|1948|Gold
NOR,1948,Silver,Summer,1,NOR|1948|Silver
NOR,1948,Silver,Winter,1,NOR|1948|Silver
NOR,1952,Bronze,Winter,1,NOR|1952|Bronze
NOR,1952,Gold,Summer,1,NOR|1952|Gold
NOR,1952,Gold,Winter,1,NOR|1952|Gold
NOR,1952,Silver,Summer,1,NOR|1952|Silver
NOR,1952,Silver,Winter,1,NOR|1952|Silver
NOR,1956,Bronze,Summer,1,NOR|1956|Bronze
NOR,1956,Bronze,Winter,1,NOR|1956|Bronze
NOR,1956,Gold,Summer,1,NOR|1956|Gold
NOR,1956,Gold,Winter,1,NOR|1956|Gold
NOR,1956,Silver,Winter,1,NOR|1956|Silver
NOR,1960,Gold,Summer,1,NOR|1960|Gold
NOR,1960,Gold,Winter,1,NOR|1960|Gold
NOR,1960,Silver,Winter,1,NOR|1960|Silver
NOR,1964,Bronze,Winter,1,NOR|1964|Bronze
NOR,1964,Gold,Winter,1,NOR|1964|Gold
NOR,1964,Silver,Winter,1,NOR|1964|Silver
NOR,1968,Bronze,Winter,1,NOR|1968|Bronze
NOR,1968,Gold,Summer,1,NOR|1968|Gold
NOR,1968,Gold,Winter,1,NOR|1968|Gold
NOR,1968,Silver,Summer,1,NOR|1968|Silver
NOR,1968,Silver,Winter,1,NOR|1968|Silver
NOR,1972,Bronze,Summer,1,NOR|1972|Bronze
NOR,1972,Bronze,Winter,1,NOR|1972|Bronze
NOR,1972,Gold,Summer,1,NOR|1972|Gold
NOR,1972,Gold,Winter,1,NOR|1972|Gold
NOR,1972,Silver,Summer,1,NOR|1972|Silver
NOR,1972,Silver,Winter,1,NOR|1972|Silver
NOR,1976,Bronze,Winter,1,NOR|1976|Bronze
NOR,1976,Gold,Summer,1,NOR|1976|Gold
NOR,1976,Gold,Winter,1,NOR|1976|Gold
NOR,1976,Silver,Summer,1,NOR|1976|Silver
NOR,1976,Silver,Winter,1,NOR|1976|Silver
NOR,1980,Bronze,Winter,1,NOR|1980|Bronze
NOR,1980,Gold,Winter,1,NOR|1980|Gold
NOR,1980,Silver,Winter,1,NOR|1980|Silver
NOR,1984,Bronze,Summer,1,NOR|1984|Bronze
NOR,1984,Bronze,Winter,1,NOR|1984|Bronze
NOR,1984,Gold,Winter,1,NOR|1984|Gold
NOR,1984,Silver,Summer,1,NOR|1984|Silver
NOR,1984,Silver,Winter,1,NOR|1984|Silver
NOR,1988,Bronze,Winter,1,NOR|1988|Bronze
NOR,1988,Gold,Summer,1,NOR|1988|Gold
NOR,1988,Silver,Summer,1,NOR|1988|Silver
NOR,1988,Silver,Winter,1,NOR|1988|Silver
NOR,1992,Bronze,Summer,1,NOR|1992|Bronze
NOR,1992,Bronze,Winter,1,NOR|1992|Bronze
NOR,1992,Gold,Summer,1,NOR|1992|Gold
NOR,1992,Gold,Winter,1,NOR|1992|Gold
NOR,1992,Silver,Summer,1,NOR|1992|Silver
NOR,1992,Silver,Winter,1,NOR|1992|Silver
NOR,1994,Bronze,Winter,1,NOR|1994|Bronze
NOR,1994,Gold,Winter,1,NOR|1994|Gold
NOR,1994,Silver,Winter,1,NOR|1994|Silver
NOR,1996,Bronze,Summer,1,NOR|1996|Bronze
NOR,1996,Gold,Summer,1,NOR|1996|Gold
NOR,1996,Silver,Summer,1,NOR|1996|Silver
NOR,1998,Bronze,Winter,1,NOR|1998|Bronze
NOR,1998,Gold,Winter,1,NOR|1998|Gold
NOR,1998,Silver,Winter,1,NOR|1998|Silver
NOR,2000,Bronze,Summer,1,NOR|2000|Bronze
NOR,2000,Gold,Summer,1,NOR|2000|Gold
NOR,2000,Silver,Summer,1,NOR|2000|Silver
NOR,2002,Bronze,Winter,1,NOR|2002|Bronze
NOR,2002,Gold,Winter,1,NOR|2002|Gold
NOR,2002,Silver,Winter,1,NOR|2002|Silver
NOR,2004,Bronze,Summer,1,NOR|2004|Bronze
NOR,2004,Gold,Summer,1,NOR|2004|Gold
NOR,2006,Bronze,Winter,1,NOR|2006|Bronze
NOR,2006,Gold,Winter,1,NOR|2006|Gold
NOR,2006,Silver,Winter,1,NOR|2006|Silver
NOR,2008,Bronze,Summer,1,NOR|2008|Bronze
NOR,2008,Gold,Summer,1,NOR|2008|Gold
NOR,2008,Silver,Summer,1,NOR|2008|Silver
NOR,2010,Bronze,Winter,1,NOR|2010|Bronze
NOR,2010,Gold,Winter,1,NOR|2010|Gold
NOR,2010,Silver,Winter,1,NOR|2010|Silver
NOR,2012,Bronze,Summer,1,NOR|2012|Bronze
NOR,2012,Gold,Summer,1,NOR|2012|Gold
NOR,2012,Silver,Summer,1,NOR|2012|Silver
NOR,2014,Bronze,Winter,1,NOR|2014|Bronze
NOR,2014,Gold,Winter,1,NOR|2014|Gold
NOR,2014,Silver,Winter,1,NOR|2014|Silver
NOR,2016,Bronze,Summer,1,NOR|2016|Bronze
NZL,1900,Gold,Summer,1,NZL|1900|Gold
NZL,1920,Bronze,Summer,1,NZL|1920|Bronze
NZL,1924,Bronze,Summer,1,NZL|1924|Bronze
NZL,1928,Gold,Summer,1,NZL|1928|Gold
NZL,1932,Silver,Summer,1,NZL|1932|Silver
NZL,1936,Gold,Summer,1,NZL|1936|Gold
NZL,1952,Bronze,Summer,1,NZL|1952|Bronze
NZL,1952,Gold,Summer,1,NZL|1952|Gold
NZL,1956,Gold,Summer,1,NZL|1956|Gold
NZL,1960,Bronze,Summer,1,NZL|1960|Bronze
NZL,1960,Gold,Summer,1,NZL|1960|Gold
NZL,1964,Bronze,Summer,1,NZL|1964|Bronze
NZL,1964,Gold,Summer,1,NZL|1964|Gold
NZL,1968,Bronze,Summer,1,NZL|1968|Bronze
NZL,1968,Gold,Summer,1,NZL|1968|Gold
NZL,1972,Bronze,Summer,1,NZL|1972|Bronze
NZL,1972,Gold,Summer,1,NZL|1972|Gold
NZL,1972,Silver,Summer,1,NZL|1972|Silver
NZL,1976,Bronze,Summer,1,NZL|1976|Bronze
NZL,1976,Gold,Summer,1,NZL|1976|Gold
NZL,1976,Silver,Summer,1,NZL|1976|Silver
NZL,1984,Bronze,Summer,1,NZL|1984|Bronze
NZL,1984,Gold,Summer,1,NZL|1984|Gold
NZL,1984,Silver,Summer,1,NZL|1984|Silver
NZL,1988,Bronze,Summer,1,NZL|1988|Bronze
NZL,1988,Gold,Summer,1,NZL|1988|Gold
NZL,1988,Silver,Summer,1,NZL|1988|Silver
NZL,1992,Bronze,Summer,1,NZL|1992|Bronze
NZL,1992,Gold,Summer,1,NZL|1992|Gold
NZL,1992,Silver,Summer,1,NZL|1992|Silver
NZL,1992,Silver,Winter,1,NZL|1992|Silver
NZL,1996,Bronze,Summer,1,NZL|1996|Bronze
NZL,1996,Gold,Summer,1,NZL|1996|Gold
NZL,1996,Silver,Summer,1,NZL|1996|Silver
NZL,2000,Bronze,Summer,1,NZL|2000|Bronze
NZL,2000,Gold,Summer,1,NZL|2000|Gold
NZL,2004,Gold,Summer,1,NZL|2004|Gold
NZL,2004,Silver,Summer,1,NZL|2004|Silver
NZL,2008,Bronze,Summer,1,NZL|2008|Bronze
NZL,2008,Gold,Summer,1,NZL|2008|Gold
NZL,2008,Silver,Summer,1,NZL|2008|Silver
NZL,2012,Bronze,Summer,1,NZL|2012|Bronze
NZL,2012,Gold,Summer,1,NZL|2012|Gold
NZL,2012,Silver,Summer,1,NZL|2012|Silver
NZL,2016,Bronze,Summer,1,NZL|2016|Bronze
NZL,2016,Gold,Summer,1,NZL|2016|Gold
NZL,2016,Silver,Summer,1,NZL|2016|Silver
PAK,1956,Silver,Summer,1,PAK|1956|Silver
PAK,1960,Bronze,Summer,1,PAK|1960|Bronze
PAK,1960,Gold,Summer,1,PAK|1960|Gold
PAK,1964,Silver,Summer,1,PAK|1964|Silver
PAK,1968,Gold,Summer,1,PAK|1968|Gold
PAK,1972,Silver,Summer,1,PAK|1972|Silver
PAK,1976,Bronze,Summer,1,PAK|1976|Bronze
PAK,1984,Gold,Summer,1,PAK|1984|Gold
PAK,1988,Bronze,Summer,1,PAK|1988|Bronze
PAK,1992,Bronze,Summer,1,PAK|1992|Bronze
PAN,1948,Bronze,Summer,1,PAN|1948|Bronze
PAN,2008,Gold,Summer,1,PAN|2008|Gold
PAR,2004,Silver,Summer,1,PAR|2004|Silver
PER,1948,Gold,Summer,1,PER|1948|Gold
PER,1984,Silver,Summer,1,PER|1984|Silver
PER,1988,Silver,Summer,1,PER|1988|Silver
PER,1992,Silver,Summer,1,PER|1992|Silver
PHI,1928,Bronze,Summer,1,PHI|1928|Bronze
PHI,1932,Bronze,Summer,1,PHI|1932|Bronze
PHI,1936,Bronze,Summer,1,PHI|1936|Bronze
PHI,1964,Silver,Summer,1,PHI|1964|Silver
PHI,1988,Bronze,Summer,1,PHI|1988|Bronze
PHI,1992,Bronze,Summer,1,PHI|1992|Bronze
PHI,1996,Silver,Summer,1,PHI|1996|Silver
PHI,2016,Silver,Summer,1,PHI|2016|Silver
POL,1924,Bronze,Summer,1,POL|1924|Bronze
POL,1924,Silver,Summer,1,POL|1924|Silver
POL,1928,Bronze,Summer,1,POL|1928|Bronze
POL,1928,Gold,Summer,1,POL|1928|Gold
POL,1928,Silver,Summer,1,POL|1928|Silver
POL,1932,Bronze,Summer,1,POL|1932|Bronze
POL,1932,Gold,Summer,1,POL|1932|Gold
POL,1932,Silver,Summer,1,POL|1932|Silver
POL,1936,Bronze,Summer,1,POL|1936|Bronze
POL,1936,Silver,Summer,1,POL|1936|Silver
POL,1948,Bronze,Summer,1,POL|1948|Bronze
POL,1948,Gold,Summer,1,POL|1948|Gold
POL,1952,Bronze,Summer,1,POL|1952|Bronze
POL,1952,Gold,Summer,1,POL|1952|Gold
POL,1952,Silver,Summer,1,POL|1952|Silver
POL,1956,Bronze,Summer,1,POL|1956|Bronze
POL,1956,Bronze,Winter,1,POL|1956|Bronze
POL,1956,Gold,Summer,1,POL|1956|Gold
POL,1956,Silver,Summer,1,POL|1956|Silver
POL,1960,Bronze,Summer,1,POL|1960|Bronze
POL,1960,Bronze,Winter,1,POL|1960|Bronze
POL,1960,Gold,Summer,1,POL|1960|Gold
POL,1960,Silver,Summer,1,POL|1960|Silver
POL,1960,Silver,Winter,1,POL|1960|Silver
POL,1964,Bronze,Summer,1,POL|1964|Bronze
POL,1964,Gold,Summer,1,POL|1964|Gold
POL,1964,Silver,Summer,1,POL|1964|Silver
POL,1968,Bronze,Summer,1,POL|1968|Bronze
POL,1968,Gold,Summer,1,POL|1968|Gold
POL,1968,Silver,Summer,1,POL|1968|Silver
POL,1972,Bronze,Summer,1,POL|1972|Bronze
POL,1972,Gold,Summer,1,POL|1972|Gold
POL,1972,Gold,Winter,1,POL|1972|Gold
POL,1972,Silver,Summer,1,POL|1972|Silver
POL,1976,Bronze,Summer,1,POL|1976|Bronze
POL,1976,Gold,Summer,1,POL|1976|Gold
POL,1976,Silver,Summer,1,POL|1976|Silver
POL,1980,Bronze,Summer,1,POL|1980|Bronze
POL,1980,Gold,Summer,1,POL|1980|Gold
POL,1980,Silver,Summer,1,POL|1980|Silver
POL,1988,Bronze,Summer,1,POL|1988|Bronze
POL,1988,Gold,Summer,1,POL|1988|Gold
POL,1988,Silver,Summer,1,POL|1988|Silver
POL,1992,Bronze,Summer,1,POL|1992|Bronze
POL,1992,Gold,Summer,1,POL|1992|Gold
POL,1992,Silver,Summer,1,POL|1992|Silver
POL,1996,Bronze,Summer,1,POL|1996|Bronze
POL,1996,Gold,Summer,1,POL|1996|Gold
POL,1996,Silver,Summer,1,POL|1996|Silver
POL,2000,Bronze,Summer,1,POL|2000|Bronze
POL,2000,Gold,Summer,1,POL|2000|Gold
POL,2000,Silver,Summer,1,POL|2000|Silver
POL,2002,Bronze,Winter,1,POL|2002|Bronze
POL,2002,Silver,Winter,1,POL|2002|Silver
POL,2004,Bronze,Summer,1,POL|2004|Bronze
POL,2004,Gold,Summer,1,POL|2004|Gold
POL,2004,Silver,Summer,1,POL|2004|Silver
POL,2006,Bronze,Winter,1,POL|2006|Bronze
POL,2006,Silver,Winter,1,POL|2006|Silver
POL,2008,Bronze,Summer,1,POL|2008|Bronze
POL,2008,Gold,Summer,1,POL|2008|Gold
POL,2008,Silver,Summer,1,POL|2008|Silver
POL,2010,Bronze,Winter,1,POL|2010|Bronze
POL,2010,Gold,Winter,1,POL|2010|Gold
POL,2010,Silver,Winter,1,POL|2010|Silver
POL,2012,Bronze,Summer,1,POL|2012|Bronze
POL,2012,Gold,Summer,1,POL|2012|Gold
POL,2012,Silver,Summer,1,POL|2012|Silver
